<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,1,30/06/20,11:18:00,1.1221000,1.1221700,1.1219000,1.1221300,1434
EURUSD,1,30/06/20,11:19:00,1.1220200,1.1222900,1.1219000,1.1220800,1406
EURUSD,1,30/06/20,11:20:00,1.1220500,1.1223700,1.1219000,1.1222000,2512
EURUSD,1,30/06/20,11:21:00,1.1222000,1.1224300,1.1220600,1.1222800,1379
EURUSD,1,30/06/20,11:22:00,1.1222700,1.1224600,1.1221000,1.1224100,1316
EURUSD,1,30/06/20,11:23:00,1.1224200,1.1224300,1.1220000,1.1222000,1931
EURUSD,1,30/06/20,11:24:00,1.1221900,1.1222200,1.1219000,1.1221300,1581
EURUSD,1,30/06/20,11:25:00,1.1220000,1.1224200,1.1219700,1.1223800,2007
EURUSD,1,30/06/20,11:26:00,1.1223500,1.1226500,1.1222000,1.1225200,2052
EURUSD,1,30/06/20,11:27:00,1.1226100,1.1226600,1.1223000,1.1225000,2558
EURUSD,1,30/06/20,11:28:00,1.1225400,1.1227100,1.1223700,1.1225400,1467
EURUSD,1,30/06/20,11:29:00,1.1225700,1.1226300,1.1222000,1.1223200,1355
EURUSD,1,30/06/20,11:30:00,1.1224300,1.1227100,1.1222700,1.1226100,1740
EURUSD,1,30/06/20,11:31:00,1.1225800,1.1226400,1.1222000,1.1223100,1752
EURUSD,1,30/06/20,11:32:00,1.1223900,1.1224500,1.1221000,1.1223000,1332
EURUSD,1,30/06/20,11:33:00,1.1223200,1.1223600,1.1219000,1.1220800,1708
EURUSD,1,30/06/20,11:34:00,1.1221000,1.1221600,1.1218700,1.1220500,1751
EURUSD,1,30/06/20,11:35:00,1.1219700,1.1222400,1.1218700,1.1220100,2225
EURUSD,1,30/06/20,11:36:00,1.1219700,1.1223100,1.1218700,1.1222100,1557
EURUSD,1,30/06/20,11:37:00,1.1221300,1.1225800,1.1220700,1.1225500,1876
EURUSD,1,30/06/20,11:38:00,1.1224200,1.1226700,1.1223000,1.1226600,2049
EURUSD,1,30/06/20,11:39:00,1.1225000,1.1227800,1.1224000,1.1225300,2226
EURUSD,1,30/06/20,11:40:00,1.1225400,1.1226100,1.1222000,1.1223300,2576
EURUSD,1,30/06/20,11:41:00,1.1223900,1.1224600,1.1219000,1.1219800,3283
EURUSD,1,30/06/20,11:42:00,1.1220000,1.1222700,1.1219000,1.1221700,2373
EURUSD,1,30/06/20,11:43:00,1.1222500,1.1224400,1.1220700,1.1223400,1994
EURUSD,1,30/06/20,11:44:00,1.1223300,1.1226200,1.1221200,1.1224900,1935
EURUSD,1,30/06/20,11:45:00,1.1225200,1.1226500,1.1223000,1.1225100,2124
EURUSD,1,30/06/20,11:46:00,1.1224300,1.1226600,1.1223000,1.1224800,1372
EURUSD,1,30/06/20,11:47:00,1.1224700,1.1226100,1.1222700,1.1224800,1604
EURUSD,1,30/06/20,11:48:00,1.1225500,1.1226100,1.1222200,1.1224700,1705
EURUSD,1,30/06/20,11:49:00,1.1223700,1.1224800,1.1221000,1.1224100,1915
EURUSD,1,30/06/20,11:50:00,1.1224600,1.1224700,1.1221000,1.1222600,1678
EURUSD,1,30/06/20,11:51:00,1.1223500,1.1224300,1.1221000,1.1224000,973
EURUSD,1,30/06/20,11:52:00,1.1223800,1.1224300,1.1221000,1.1223300,1283
EURUSD,1,30/06/20,11:53:00,1.1224100,1.1224800,1.1222000,1.1223800,1052
EURUSD,1,30/06/20,11:54:00,1.1223000,1.1224900,1.1220000,1.1224800,2324
EURUSD,1,30/06/20,11:55:00,1.1223700,1.1225700,1.1221700,1.1224100,1911
EURUSD,1,30/06/20,11:56:00,1.1224500,1.1224700,1.1221000,1.1222700,1412
EURUSD,1,30/06/20,11:57:00,1.1222700,1.1224100,1.1219000,1.1221200,1332
EURUSD,1,30/06/20,11:58:00,1.1220800,1.1221800,1.1217000,1.1221300,1553
EURUSD,1,30/06/20,11:59:00,1.1221600,1.1223000,1.1218000,1.1220700,1463
EURUSD,1,30/06/20,12:00:00,1.1220500,1.1220700,1.1216200,1.1218600,1218
EURUSD,1,30/06/20,12:01:00,1.1218900,1.1219900,1.1216200,1.1218800,1469
EURUSD,1,30/06/20,12:02:00,1.1218600,1.1219000,1.1213000,1.1214200,2035
EURUSD,1,30/06/20,12:03:00,1.1215600,1.1216000,1.1213000,1.1214900,884
EURUSD,1,30/06/20,12:04:00,1.1215200,1.1215700,1.1212000,1.1214700,1687
EURUSD,1,30/06/20,12:05:00,1.1215500,1.1215700,1.1209000,1.1210200,2637
EURUSD,1,30/06/20,12:06:00,1.1211700,1.1212100,1.1207700,1.1210400,2619
EURUSD,1,30/06/20,12:07:00,1.1210600,1.1212500,1.1208000,1.1210500,2658
EURUSD,1,30/06/20,12:08:00,1.1209700,1.1212800,1.1208700,1.1212000,1770
EURUSD,1,30/06/20,12:09:00,1.1211900,1.1213600,1.1210000,1.1212000,1344
EURUSD,1,30/06/20,12:10:00,1.1210200,1.1212200,1.1209000,1.1210000,1115
EURUSD,1,30/06/20,12:11:00,1.1211500,1.1211700,1.1208700,1.1210400,1189
EURUSD,1,30/06/20,12:12:00,1.1210800,1.1211800,1.1208200,1.1210300,1709
EURUSD,1,30/06/20,12:13:00,1.1211300,1.1211900,1.1208700,1.1211000,1796
EURUSD,1,30/06/20,12:14:00,1.1211700,1.1213400,1.1209700,1.1210700,1868
EURUSD,1,30/06/20,12:15:00,1.1211000,1.1212400,1.1207000,1.1208700,1999
EURUSD,1,30/06/20,12:16:00,1.1209600,1.1211200,1.1207000,1.1208800,1877
EURUSD,1,30/06/20,12:17:00,1.1208900,1.1211600,1.1207200,1.1211000,1238
EURUSD,1,30/06/20,12:18:00,1.1211300,1.1211800,1.1209000,1.1209000,1176
EURUSD,1,30/06/20,12:19:00,1.1210700,1.1211500,1.1209000,1.1210500,905
EURUSD,1,30/06/20,12:20:00,1.1210800,1.1210900,1.1207000,1.1209600,2252
EURUSD,1,30/06/20,12:21:00,1.1209000,1.1210600,1.1207000,1.1208600,1582
EURUSD,1,30/06/20,12:22:00,1.1208000,1.1210800,1.1206000,1.1210500,1879
EURUSD,1,30/06/20,12:23:00,1.1209700,1.1212100,1.1208000,1.1210300,2413
EURUSD,1,30/06/20,12:24:00,1.1210500,1.1211600,1.1208000,1.1210800,2342
EURUSD,1,30/06/20,12:25:00,1.1210900,1.1212100,1.1209000,1.1210900,1959
EURUSD,1,30/06/20,12:26:00,1.1210200,1.1211900,1.1209000,1.1210400,1258
EURUSD,1,30/06/20,12:27:00,1.1209800,1.1211100,1.1205000,1.1206800,1918
EURUSD,1,30/06/20,12:28:00,1.1207000,1.1208800,1.1204000,1.1208100,1715
EURUSD,1,30/06/20,12:29:00,1.1208300,1.1208500,1.1204000,1.1206700,2072
EURUSD,1,30/06/20,12:30:00,1.1206800,1.1207700,1.1204000,1.1206300,2167
EURUSD,1,30/06/20,12:31:00,1.1204700,1.1206800,1.1202000,1.1202000,2421
EURUSD,1,30/06/20,12:32:00,1.1202200,1.1204200,1.1201000,1.1203500,1792
EURUSD,1,30/06/20,12:33:00,1.1203400,1.1205200,1.1202000,1.1203700,2009
EURUSD,1,30/06/20,12:34:00,1.1203600,1.1205700,1.1201700,1.1204700,1804
EURUSD,1,30/06/20,12:35:00,1.1205400,1.1206400,1.1204000,1.1205800,1229
EURUSD,1,30/06/20,12:36:00,1.1205200,1.1206300,1.1203700,1.1205200,980
EURUSD,1,30/06/20,12:37:00,1.1205800,1.1206400,1.1204000,1.1204900,934
EURUSD,1,30/06/20,12:38:00,1.1205500,1.1207400,1.1204000,1.1205800,1042
EURUSD,1,30/06/20,12:39:00,1.1206500,1.1208000,1.1204000,1.1206200,1363
EURUSD,1,30/06/20,12:40:00,1.1206000,1.1208800,1.1205000,1.1207500,1339
EURUSD,1,30/06/20,12:41:00,1.1208500,1.1209000,1.1205000,1.1207100,1296
EURUSD,1,30/06/20,12:42:00,1.1206900,1.1207300,1.1204000,1.1206000,1638
EURUSD,1,30/06/20,12:43:00,1.1206400,1.1206700,1.1204000,1.1206500,1835
EURUSD,1,30/06/20,12:44:00,1.1206100,1.1206700,1.1203000,1.1205000,1663
EURUSD,1,30/06/20,12:45:00,1.1206300,1.1206300,1.1200800,1.1202800,1354
EURUSD,1,30/06/20,12:46:00,1.1202900,1.1205000,1.1201000,1.1203400,1575
EURUSD,1,30/06/20,12:47:00,1.1203000,1.1205400,1.1202000,1.1203800,1529
EURUSD,1,30/06/20,12:48:00,1.1204600,1.1205000,1.1202800,1.1204500,938
EURUSD,1,30/06/20,12:49:00,1.1204000,1.1204800,1.1199800,1.1201000,1544
EURUSD,1,30/06/20,12:50:00,1.1201800,1.1202400,1.1199000,1.1201300,1553
EURUSD,1,30/06/20,12:51:00,1.1199800,1.1201800,1.1197800,1.1201000,1690
EURUSD,1,30/06/20,12:52:00,1.1200900,1.1203500,1.1199000,1.1202300,2000
EURUSD,1,30/06/20,12:53:00,1.1203000,1.1203900,1.1200000,1.1203800,1402
EURUSD,1,30/06/20,12:54:00,1.1203600,1.1204600,1.1201800,1.1204000,1456
EURUSD,1,30/06/20,12:55:00,1.1203300,1.1205800,1.1202000,1.1205500,1534
EURUSD,1,30/06/20,12:56:00,1.1205500,1.1206000,1.1201800,1.1204000,1142
EURUSD,1,30/06/20,12:57:00,1.1203800,1.1205000,1.1201800,1.1204200,857
EURUSD,1,30/06/20,12:58:00,1.1203600,1.1205800,1.1202800,1.1205400,990
EURUSD,1,30/06/20,12:59:00,1.1205600,1.1206700,1.1203300,1.1205100,1396
EURUSD,1,30/06/20,13:00:00,1.1205300,1.1206000,1.1203000,1.1205000,1631
EURUSD,1,30/06/20,13:01:00,1.1204700,1.1205200,1.1202000,1.1203700,1081
EURUSD,1,30/06/20,13:02:00,1.1203700,1.1204100,1.1198000,1.1199300,2511
EURUSD,1,30/06/20,13:03:00,1.1200300,1.1202500,1.1197800,1.1202000,1885
EURUSD,1,30/06/20,13:04:00,1.1201200,1.1206000,1.1201000,1.1205500,1867
EURUSD,1,30/06/20,13:05:00,1.1205200,1.1205700,1.1200000,1.1202200,2218
EURUSD,1,30/06/20,13:06:00,1.1202200,1.1203200,1.1199000,1.1200600,1896
EURUSD,1,30/06/20,13:07:00,1.1200500,1.1201200,1.1198000,1.1199800,1454
EURUSD,1,30/06/20,13:08:00,1.1200600,1.1202400,1.1196700,1.1202100,1312
EURUSD,1,30/06/20,13:09:00,1.1202100,1.1202300,1.1199000,1.1201100,1125
EURUSD,1,30/06/20,13:10:00,1.1200200,1.1203400,1.1199200,1.1201000,1316
EURUSD,1,30/06/20,13:11:00,1.1201200,1.1202500,1.1200000,1.1202300,1112
EURUSD,1,30/06/20,13:12:00,1.1202000,1.1203300,1.1200000,1.1202900,1270
EURUSD,1,30/06/20,13:13:00,1.1203300,1.1203300,1.1198000,1.1199800,1230
EURUSD,1,30/06/20,13:14:00,1.1199900,1.1200600,1.1197000,1.1198700,1546
EURUSD,1,30/06/20,13:15:00,1.1198200,1.1199700,1.1196800,1.1199000,1705
EURUSD,1,30/06/20,13:16:00,1.1198700,1.1199800,1.1197000,1.1198800,1327
EURUSD,1,30/06/20,13:17:00,1.1198200,1.1202300,1.1197000,1.1201100,1670
EURUSD,1,30/06/20,13:18:00,1.1200600,1.1201500,1.1197000,1.1199800,1971
EURUSD,1,30/06/20,13:19:00,1.1200700,1.1203300,1.1199000,1.1202300,1166
EURUSD,1,30/06/20,13:20:00,1.1203300,1.1203600,1.1200900,1.1202500,931
EURUSD,1,30/06/20,13:21:00,1.1202300,1.1203300,1.1200000,1.1202700,1341
EURUSD,1,30/06/20,13:22:00,1.1202000,1.1203700,1.1200000,1.1202600,1642
EURUSD,1,30/06/20,13:23:00,1.1202800,1.1204300,1.1201000,1.1203900,758
EURUSD,1,30/06/20,13:24:00,1.1203200,1.1205400,1.1200700,1.1201700,1881
EURUSD,1,30/06/20,13:25:00,1.1202400,1.1203000,1.1200000,1.1201500,1507
EURUSD,1,30/06/20,13:26:00,1.1200000,1.1204300,1.1200000,1.1203900,2279
EURUSD,1,30/06/20,13:27:00,1.1203900,1.1206000,1.1201200,1.1204700,2037
EURUSD,1,30/06/20,13:28:00,1.1205600,1.1206800,1.1203000,1.1206000,2251
EURUSD,1,30/06/20,13:29:00,1.1205300,1.1208000,1.1204000,1.1206000,1763
EURUSD,1,30/06/20,13:30:00,1.1207200,1.1208900,1.1205000,1.1207400,1855
EURUSD,1,30/06/20,13:31:00,1.1207000,1.1209100,1.1206000,1.1208500,1550
EURUSD,1,30/06/20,13:32:00,1.1207700,1.1210000,1.1206000,1.1208800,1077
EURUSD,1,30/06/20,13:33:00,1.1209100,1.1209600,1.1204000,1.1206300,1586
EURUSD,1,30/06/20,13:34:00,1.1205200,1.1207000,1.1204000,1.1204000,1135
EURUSD,1,30/06/20,13:35:00,1.1206800,1.1207600,1.1205000,1.1205200,1810
EURUSD,1,30/06/20,13:36:00,1.1206000,1.1206300,1.1204000,1.1204700,1066
EURUSD,1,30/06/20,13:37:00,1.1205400,1.1206300,1.1203700,1.1205500,982
EURUSD,1,30/06/20,13:38:00,1.1204700,1.1206100,1.1203000,1.1204700,1056
EURUSD,1,30/06/20,13:39:00,1.1205300,1.1205900,1.1202000,1.1205100,1118
EURUSD,1,30/06/20,13:40:00,1.1205200,1.1212800,1.1204000,1.1211900,3507
EURUSD,1,30/06/20,13:41:00,1.1211400,1.1212200,1.1208000,1.1209100,1894
EURUSD,1,30/06/20,13:42:00,1.1209900,1.1213400,1.1208000,1.1212300,2446
EURUSD,1,30/06/20,13:43:00,1.1212500,1.1213800,1.1210800,1.1213000,2120
EURUSD,1,30/06/20,13:44:00,1.1212900,1.1213500,1.1209800,1.1212400,1955
EURUSD,1,30/06/20,13:45:00,1.1212600,1.1214600,1.1211000,1.1214000,1752
EURUSD,1,30/06/20,13:46:00,1.1214200,1.1214600,1.1211000,1.1213700,2221
EURUSD,1,30/06/20,13:47:00,1.1213800,1.1215800,1.1212000,1.1213900,2027
EURUSD,1,30/06/20,13:48:00,1.1213900,1.1216900,1.1212800,1.1215800,2158
EURUSD,1,30/06/20,13:49:00,1.1215800,1.1217000,1.1212000,1.1214000,1955
EURUSD,1,30/06/20,13:50:00,1.1213400,1.1216900,1.1212000,1.1215000,1812
EURUSD,1,30/06/20,13:51:00,1.1216100,1.1219100,1.1214000,1.1218200,2104
EURUSD,1,30/06/20,13:52:00,1.1218400,1.1218900,1.1214800,1.1216500,1725
EURUSD,1,30/06/20,13:53:00,1.1216400,1.1217100,1.1212000,1.1213000,1280
EURUSD,1,30/06/20,13:54:00,1.1214100,1.1214200,1.1210000,1.1212600,1571
EURUSD,1,30/06/20,13:55:00,1.1212300,1.1213400,1.1209000,1.1212100,1667
EURUSD,1,30/06/20,13:56:00,1.1211300,1.1212700,1.1209000,1.1212500,1372
EURUSD,1,30/06/20,13:57:00,1.1212700,1.1212700,1.1209000,1.1210300,1436
EURUSD,1,30/06/20,13:58:00,1.1211300,1.1211400,1.1207000,1.1209000,2464
EURUSD,1,30/06/20,13:59:00,1.1208900,1.1209100,1.1204000,1.1206000,1790
EURUSD,1,30/06/20,14:00:00,1.1206000,1.1209600,1.1204000,1.1209100,2173
EURUSD,1,30/06/20,14:01:00,1.1209200,1.1209600,1.1205000,1.1209200,2838
EURUSD,1,30/06/20,14:02:00,1.1209400,1.1212200,1.1207000,1.1209200,3064
EURUSD,1,30/06/20,14:03:00,1.1209700,1.1211700,1.1208000,1.1211300,1612
EURUSD,1,30/06/20,14:04:00,1.1211300,1.1212000,1.1208000,1.1209900,1799
EURUSD,1,30/06/20,14:05:00,1.1210600,1.1211200,1.1208000,1.1210000,1516
EURUSD,1,30/06/20,14:06:00,1.1209800,1.1210200,1.1206000,1.1208200,1390
EURUSD,1,30/06/20,14:07:00,1.1208400,1.1208500,1.1204000,1.1205700,1258
EURUSD,1,30/06/20,14:08:00,1.1205500,1.1207600,1.1204000,1.1207200,1230
EURUSD,1,30/06/20,14:09:00,1.1207000,1.1208400,1.1205000,1.1207000,1349
EURUSD,1,30/06/20,14:10:00,1.1206000,1.1208800,1.1205000,1.1206000,1366
EURUSD,1,30/06/20,14:11:00,1.1207400,1.1208700,1.1205000,1.1208600,868
EURUSD,1,30/06/20,14:12:00,1.1207700,1.1208900,1.1206000,1.1207000,1235
EURUSD,1,30/06/20,14:13:00,1.1208300,1.1210200,1.1207000,1.1209500,1810
EURUSD,1,30/06/20,14:14:00,1.1209000,1.1211200,1.1206000,1.1210800,2533
EURUSD,1,30/06/20,14:15:00,1.1209800,1.1213500,1.1208700,1.1213300,1735
EURUSD,1,30/06/20,14:16:00,1.1213200,1.1213400,1.1208000,1.1210200,1635
EURUSD,1,30/06/20,14:17:00,1.1210000,1.1210900,1.1208000,1.1210400,1351
EURUSD,1,30/06/20,14:18:00,1.1209700,1.1211300,1.1208000,1.1209500,898
EURUSD,1,30/06/20,14:19:00,1.1209500,1.1212000,1.1208000,1.1210800,1274
EURUSD,1,30/06/20,14:20:00,1.1210800,1.1211000,1.1207000,1.1209600,1188
EURUSD,1,30/06/20,14:21:00,1.1208700,1.1210100,1.1207000,1.1208600,1293
EURUSD,1,30/06/20,14:22:00,1.1208000,1.1212100,1.1207000,1.1211600,1645
EURUSD,1,30/06/20,14:23:00,1.1211300,1.1212400,1.1209000,1.1211000,1052
EURUSD,1,30/06/20,14:24:00,1.1211100,1.1212200,1.1209000,1.1210000,859
EURUSD,1,30/06/20,14:25:00,1.1210300,1.1210700,1.1207000,1.1209300,1363
EURUSD,1,30/06/20,14:26:00,1.1209300,1.1211000,1.1207000,1.1210200,1080
EURUSD,1,30/06/20,14:27:00,1.1209700,1.1210900,1.1208000,1.1210200,826
EURUSD,1,30/06/20,14:28:00,1.1210400,1.1211000,1.1208000,1.1210200,624
EURUSD,1,30/06/20,14:29:00,1.1209700,1.1211100,1.1208000,1.1209800,809
EURUSD,1,30/06/20,14:30:00,1.1209200,1.1210000,1.1206000,1.1206700,1202
EURUSD,1,30/06/20,14:31:00,1.1206700,1.1209300,1.1205000,1.1208000,2729
EURUSD,1,30/06/20,14:32:00,1.1207900,1.1210000,1.1206000,1.1208800,2051
EURUSD,1,30/06/20,14:33:00,1.1208000,1.1210400,1.1206000,1.1208800,1849
EURUSD,1,30/06/20,14:34:00,1.1208800,1.1210600,1.1207000,1.1210200,1563
EURUSD,1,30/06/20,14:35:00,1.1209600,1.1211600,1.1209000,1.1209500,1352
EURUSD,1,30/06/20,14:36:00,1.1210200,1.1212400,1.1208000,1.1211100,2172
EURUSD,1,30/06/20,14:37:00,1.1211100,1.1212300,1.1208600,1.1210300,1381
EURUSD,1,30/06/20,14:38:00,1.1209600,1.1210800,1.1208000,1.1209000,1452
EURUSD,1,30/06/20,14:39:00,1.1209500,1.1209800,1.1207000,1.1208700,1222
EURUSD,1,30/06/20,14:40:00,1.1208500,1.1209000,1.1204000,1.1205100,1821
EURUSD,1,30/06/20,14:41:00,1.1206000,1.1206500,1.1202600,1.1206300,1757
EURUSD,1,30/06/20,14:42:00,1.1206000,1.1206300,1.1200600,1.1204100,2624
EURUSD,1,30/06/20,14:43:00,1.1203100,1.1204100,1.1200600,1.1202600,1559
EURUSD,1,30/06/20,14:44:00,1.1202500,1.1204300,1.1201000,1.1203000,1335
EURUSD,1,30/06/20,14:45:00,1.1203000,1.1206000,1.1202000,1.1204800,1421
EURUSD,1,30/06/20,14:46:00,1.1204000,1.1206000,1.1203000,1.1204000,1114
EURUSD,1,30/06/20,14:47:00,1.1204000,1.1205600,1.1203000,1.1204000,944
EURUSD,1,30/06/20,14:48:00,1.1204000,1.1205800,1.1202000,1.1205400,1959
EURUSD,1,30/06/20,14:49:00,1.1204000,1.1206600,1.1203000,1.1205900,1230
EURUSD,1,30/06/20,14:50:00,1.1205900,1.1206200,1.1203000,1.1206100,1869
EURUSD,1,30/06/20,14:51:00,1.1205700,1.1207500,1.1203000,1.1204000,1902
EURUSD,1,30/06/20,14:52:00,1.1205300,1.1206100,1.1202000,1.1205200,1381
EURUSD,1,30/06/20,14:53:00,1.1205600,1.1209000,1.1204000,1.1207100,2392
EURUSD,1,30/06/20,14:54:00,1.1207900,1.1209600,1.1202000,1.1203600,2208
EURUSD,1,30/06/20,14:55:00,1.1203600,1.1204500,1.1200000,1.1200000,2163
EURUSD,1,30/06/20,14:56:00,1.1201400,1.1202900,1.1197000,1.1199300,3675
EURUSD,1,30/06/20,14:57:00,1.1198900,1.1200500,1.1195000,1.1197000,2960
EURUSD,1,30/06/20,14:58:00,1.1195500,1.1198500,1.1193500,1.1194000,3374
EURUSD,1,30/06/20,14:59:00,1.1195100,1.1196900,1.1192500,1.1196200,3180
EURUSD,1,30/06/20,15:00:00,1.1195000,1.1196400,1.1192000,1.1194100,2714
EURUSD,1,30/06/20,15:01:00,1.1194100,1.1196800,1.1190500,1.1196400,3840
EURUSD,1,30/06/20,15:02:00,1.1196600,1.1197600,1.1192000,1.1193700,3403
EURUSD,1,30/06/20,15:03:00,1.1193200,1.1194900,1.1191000,1.1194200,2922
EURUSD,1,30/06/20,15:04:00,1.1194400,1.1195400,1.1191000,1.1194700,2007
EURUSD,1,30/06/20,15:05:00,1.1195000,1.1195200,1.1192000,1.1193000,2181
EURUSD,1,30/06/20,15:06:00,1.1193900,1.1195000,1.1192000,1.1194400,1627
EURUSD,1,30/06/20,15:07:00,1.1194400,1.1195100,1.1191000,1.1195100,1454
EURUSD,1,30/06/20,15:08:00,1.1194000,1.1196000,1.1193000,1.1195500,1349
EURUSD,1,30/06/20,15:09:00,1.1195200,1.1195400,1.1188500,1.1191000,2383
EURUSD,1,30/06/20,15:10:00,1.1191100,1.1193600,1.1189000,1.1193400,1767
EURUSD,1,30/06/20,15:11:00,1.1192600,1.1193900,1.1190000,1.1192200,1656
EURUSD,1,30/06/20,15:12:00,1.1192300,1.1192700,1.1189500,1.1190000,1364
EURUSD,1,30/06/20,15:13:00,1.1191000,1.1193700,1.1190000,1.1192400,1553
EURUSD,1,30/06/20,15:14:00,1.1192300,1.1194000,1.1191000,1.1193100,1612
EURUSD,1,30/06/20,15:15:00,1.1193000,1.1197300,1.1191500,1.1196300,2196
EURUSD,1,30/06/20,15:16:00,1.1195500,1.1198800,1.1195000,1.1198400,2541
EURUSD,1,30/06/20,15:17:00,1.1198200,1.1199100,1.1195000,1.1198100,2335
EURUSD,1,30/06/20,15:18:00,1.1197100,1.1200700,1.1197000,1.1198800,1654
EURUSD,1,30/06/20,15:19:00,1.1199600,1.1202900,1.1198000,1.1202600,2131
EURUSD,1,30/06/20,15:20:00,1.1201000,1.1203700,1.1200500,1.1202000,1844
EURUSD,1,30/06/20,15:21:00,1.1203000,1.1204100,1.1200000,1.1202100,2090
EURUSD,1,30/06/20,15:22:00,1.1201200,1.1204800,1.1200500,1.1203700,2438
EURUSD,1,30/06/20,15:23:00,1.1204200,1.1205300,1.1202000,1.1204000,1613
EURUSD,1,30/06/20,15:24:00,1.1204000,1.1205200,1.1202000,1.1204000,1336
EURUSD,1,30/06/20,15:25:00,1.1203700,1.1204100,1.1200000,1.1201600,1812
EURUSD,1,30/06/20,15:26:00,1.1201400,1.1203000,1.1197000,1.1199000,1612
EURUSD,1,30/06/20,15:27:00,1.1199300,1.1201500,1.1197000,1.1201100,1057
EURUSD,1,30/06/20,15:28:00,1.1200000,1.1202600,1.1198000,1.1201500,1752
EURUSD,1,30/06/20,15:29:00,1.1202000,1.1202100,1.1198000,1.1199000,1123
EURUSD,1,30/06/20,15:30:00,1.1199600,1.1200600,1.1196600,1.1198400,2209
EURUSD,1,30/06/20,15:31:00,1.1197000,1.1199400,1.1196000,1.1198500,1529
EURUSD,1,30/06/20,15:32:00,1.1198600,1.1200000,1.1196000,1.1198000,1289
EURUSD,1,30/06/20,15:33:00,1.1199300,1.1199900,1.1197000,1.1198600,2011
EURUSD,1,30/06/20,15:34:00,1.1199600,1.1202800,1.1197000,1.1201200,3306
EURUSD,1,30/06/20,15:35:00,1.1201200,1.1201700,1.1198000,1.1200900,1783
EURUSD,1,30/06/20,15:36:00,1.1201100,1.1203500,1.1199000,1.1202700,2347
EURUSD,1,30/06/20,15:37:00,1.1202400,1.1203300,1.1199000,1.1200900,1949
EURUSD,1,30/06/20,15:38:00,1.1200900,1.1202500,1.1197000,1.1202000,2182
EURUSD,1,30/06/20,15:39:00,1.1202200,1.1205100,1.1200000,1.1204700,1964
EURUSD,1,30/06/20,15:40:00,1.1203500,1.1205200,1.1198000,1.1203000,1792
EURUSD,1,30/06/20,15:41:00,1.1204100,1.1204100,1.1201000,1.1202000,1504
EURUSD,1,30/06/20,15:42:00,1.1203300,1.1204600,1.1201000,1.1204400,1371
EURUSD,1,30/06/20,15:43:00,1.1204300,1.1207300,1.1203000,1.1206000,1691
EURUSD,1,30/06/20,15:44:00,1.1206900,1.1209300,1.1205000,1.1207500,2197
EURUSD,1,30/06/20,15:45:00,1.1208900,1.1209200,1.1203000,1.1206800,2691
EURUSD,1,30/06/20,15:46:00,1.1206000,1.1207600,1.1204000,1.1206700,2061
EURUSD,1,30/06/20,15:47:00,1.1206700,1.1209600,1.1205000,1.1207800,2289
EURUSD,1,30/06/20,15:48:00,1.1208500,1.1213100,1.1206000,1.1212000,2164
EURUSD,1,30/06/20,15:49:00,1.1212800,1.1215000,1.1210000,1.1213000,2187
EURUSD,1,30/06/20,15:50:00,1.1214100,1.1215200,1.1210500,1.1212600,2676
EURUSD,1,30/06/20,15:51:00,1.1213300,1.1214300,1.1210000,1.1213500,2071
EURUSD,1,30/06/20,15:52:00,1.1213400,1.1214100,1.1208500,1.1212600,2975
EURUSD,1,30/06/20,15:53:00,1.1212700,1.1214000,1.1211000,1.1214000,2010
EURUSD,1,30/06/20,15:54:00,1.1213800,1.1218700,1.1212000,1.1217800,2756
EURUSD,1,30/06/20,15:55:00,1.1217700,1.1218000,1.1212000,1.1214400,2431
EURUSD,1,30/06/20,15:56:00,1.1214500,1.1215000,1.1212000,1.1213600,1838
EURUSD,1,30/06/20,15:57:00,1.1212000,1.1214600,1.1211000,1.1213500,1437
EURUSD,1,30/06/20,15:58:00,1.1213400,1.1214000,1.1209000,1.1211000,1930
EURUSD,1,30/06/20,15:59:00,1.1211200,1.1212300,1.1209000,1.1211600,2673
EURUSD,1,30/06/20,16:00:00,1.1211600,1.1212200,1.1207000,1.1208000,2887
EURUSD,1,30/06/20,16:01:00,1.1209300,1.1211400,1.1207000,1.1208100,2395
EURUSD,1,30/06/20,16:02:00,1.1208400,1.1209100,1.1205000,1.1208700,1972
EURUSD,1,30/06/20,16:03:00,1.1207400,1.1210800,1.1207000,1.1209800,1883
EURUSD,1,30/06/20,16:04:00,1.1209700,1.1209900,1.1206000,1.1208100,1634
EURUSD,1,30/06/20,16:05:00,1.1208200,1.1209700,1.1205900,1.1207200,2242
EURUSD,1,30/06/20,16:06:00,1.1206700,1.1211000,1.1205400,1.1209300,2973
EURUSD,1,30/06/20,16:07:00,1.1210900,1.1213500,1.1208000,1.1212400,2765
EURUSD,1,30/06/20,16:08:00,1.1212400,1.1212500,1.1208000,1.1210000,2283
EURUSD,1,30/06/20,16:09:00,1.1210000,1.1212700,1.1208800,1.1212400,2022
EURUSD,1,30/06/20,16:10:00,1.1212400,1.1213300,1.1209000,1.1212900,2504
EURUSD,1,30/06/20,16:11:00,1.1212900,1.1213700,1.1211000,1.1213000,1655
EURUSD,1,30/06/20,16:12:00,1.1212300,1.1215200,1.1210000,1.1214500,2140
EURUSD,1,30/06/20,16:13:00,1.1213900,1.1217000,1.1212000,1.1216400,3051
EURUSD,1,30/06/20,16:14:00,1.1216400,1.1217300,1.1213000,1.1214900,3043
