<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,1,03/07/20,11:37:00,1.1239000,1.1240100,1.1236300,1.1237300,1695
EURUSD,1,03/07/20,11:38:00,1.1238100,1.1239000,1.1236000,1.1237800,1637
EURUSD,1,03/07/20,11:39:00,1.1236800,1.1239500,1.1236000,1.1239200,1270
EURUSD,1,03/07/20,11:40:00,1.1238900,1.1239500,1.1237000,1.1238800,905
EURUSD,1,03/07/20,11:41:00,1.1238800,1.1239200,1.1236800,1.1238000,735
EURUSD,1,03/07/20,11:42:00,1.1238700,1.1238900,1.1235000,1.1236900,1306
EURUSD,1,03/07/20,11:43:00,1.1236800,1.1239000,1.1235000,1.1238900,1344
EURUSD,1,03/07/20,11:44:00,1.1238800,1.1239700,1.1235000,1.1235800,1174
EURUSD,1,03/07/20,11:45:00,1.1236900,1.1237300,1.1232000,1.1233400,1872
EURUSD,1,03/07/20,11:46:00,1.1233700,1.1234800,1.1231800,1.1233000,1374
EURUSD,1,03/07/20,11:47:00,1.1233400,1.1234700,1.1231000,1.1234500,1636
EURUSD,1,03/07/20,11:48:00,1.1234400,1.1234700,1.1231000,1.1234100,1173
EURUSD,1,03/07/20,11:49:00,1.1233600,1.1237100,1.1231800,1.1235100,2182
EURUSD,1,03/07/20,11:50:00,1.1235000,1.1237200,1.1234000,1.1236000,1622
EURUSD,1,03/07/20,11:51:00,1.1236600,1.1238600,1.1234800,1.1237900,1984
EURUSD,1,03/07/20,11:52:00,1.1237900,1.1238000,1.1234800,1.1236500,945
EURUSD,1,03/07/20,11:53:00,1.1236800,1.1237300,1.1233800,1.1236000,1469
EURUSD,1,03/07/20,11:54:00,1.1235800,1.1238200,1.1232000,1.1237700,2573
EURUSD,1,03/07/20,11:55:00,1.1236700,1.1238800,1.1235000,1.1237500,1783
EURUSD,1,03/07/20,11:56:00,1.1236700,1.1238600,1.1235000,1.1236900,1515
EURUSD,1,03/07/20,11:57:00,1.1236900,1.1238200,1.1235000,1.1236400,1112
EURUSD,1,03/07/20,11:58:00,1.1237100,1.1237500,1.1234000,1.1236800,1652
EURUSD,1,03/07/20,11:59:00,1.1235700,1.1237600,1.1234000,1.1235500,901
EURUSD,1,03/07/20,12:00:00,1.1234700,1.1237000,1.1232000,1.1233000,1164
EURUSD,1,03/07/20,12:01:00,1.1232700,1.1234000,1.1231000,1.1233200,1633
EURUSD,1,03/07/20,12:02:00,1.1233600,1.1234600,1.1231000,1.1232600,1359
EURUSD,1,03/07/20,12:03:00,1.1233100,1.1233700,1.1231000,1.1232800,1501
EURUSD,1,03/07/20,12:04:00,1.1232200,1.1233600,1.1230000,1.1232000,1060
EURUSD,1,03/07/20,12:05:00,1.1230700,1.1233600,1.1229000,1.1230200,1595
EURUSD,1,03/07/20,12:06:00,1.1230700,1.1231800,1.1229000,1.1230700,1733
EURUSD,1,03/07/20,12:07:00,1.1230300,1.1232500,1.1229700,1.1231500,1516
EURUSD,1,03/07/20,12:08:00,1.1231200,1.1232600,1.1230000,1.1231300,1090
EURUSD,1,03/07/20,12:09:00,1.1231600,1.1233400,1.1229000,1.1231700,1612
EURUSD,1,03/07/20,12:10:00,1.1232100,1.1233600,1.1230000,1.1232200,1338
EURUSD,1,03/07/20,12:11:00,1.1232700,1.1233500,1.1229000,1.1230100,1940
EURUSD,1,03/07/20,12:12:00,1.1230900,1.1231800,1.1227000,1.1229000,2139
EURUSD,1,03/07/20,12:13:00,1.1230200,1.1230800,1.1228000,1.1229400,1391
EURUSD,1,03/07/20,12:14:00,1.1229100,1.1230700,1.1227000,1.1230400,1493
EURUSD,1,03/07/20,12:15:00,1.1230000,1.1231000,1.1228000,1.1230100,1213
EURUSD,1,03/07/20,12:16:00,1.1229700,1.1230800,1.1228000,1.1230100,1112
EURUSD,1,03/07/20,12:17:00,1.1229900,1.1230700,1.1227000,1.1230500,1046
EURUSD,1,03/07/20,12:18:00,1.1230100,1.1230900,1.1227000,1.1229100,1192
EURUSD,1,03/07/20,12:19:00,1.1228600,1.1229700,1.1226000,1.1227000,1399
EURUSD,1,03/07/20,12:20:00,1.1227600,1.1228800,1.1226000,1.1228400,1417
EURUSD,1,03/07/20,12:21:00,1.1227700,1.1229000,1.1226000,1.1227000,1082
EURUSD,1,03/07/20,12:22:00,1.1228100,1.1228700,1.1226000,1.1228300,1092
EURUSD,1,03/07/20,12:23:00,1.1228500,1.1229000,1.1226000,1.1228100,1168
EURUSD,1,03/07/20,12:24:00,1.1228400,1.1230800,1.1226000,1.1229900,1683
EURUSD,1,03/07/20,12:25:00,1.1229000,1.1231000,1.1228000,1.1230000,1305
EURUSD,1,03/07/20,12:26:00,1.1230400,1.1231700,1.1228000,1.1230300,1430
EURUSD,1,03/07/20,12:27:00,1.1230800,1.1231300,1.1227000,1.1229000,1102
EURUSD,1,03/07/20,12:28:00,1.1229100,1.1230000,1.1226000,1.1229600,1595
EURUSD,1,03/07/20,12:29:00,1.1229500,1.1229800,1.1224700,1.1227100,1641
EURUSD,1,03/07/20,12:30:00,1.1226700,1.1228500,1.1225000,1.1226200,2198
EURUSD,1,03/07/20,12:31:00,1.1227500,1.1230000,1.1226000,1.1229500,1968
EURUSD,1,03/07/20,12:32:00,1.1228700,1.1230400,1.1227000,1.1230000,1439
EURUSD,1,03/07/20,12:33:00,1.1229900,1.1230400,1.1226000,1.1228700,1738
EURUSD,1,03/07/20,12:34:00,1.1228600,1.1228900,1.1224000,1.1226400,2121
EURUSD,1,03/07/20,12:35:00,1.1225700,1.1228800,1.1225000,1.1227500,1988
EURUSD,1,03/07/20,12:36:00,1.1226000,1.1227800,1.1224700,1.1227400,1946
EURUSD,1,03/07/20,12:37:00,1.1227300,1.1228500,1.1225000,1.1228200,1173
EURUSD,1,03/07/20,12:38:00,1.1226700,1.1228400,1.1225000,1.1227000,1538
EURUSD,1,03/07/20,12:39:00,1.1225700,1.1227700,1.1225000,1.1226800,1371
EURUSD,1,03/07/20,12:40:00,1.1226500,1.1226800,1.1223700,1.1225000,931
EURUSD,1,03/07/20,12:41:00,1.1224800,1.1225700,1.1222000,1.1223000,1862
EURUSD,1,03/07/20,12:42:00,1.1223000,1.1226000,1.1223000,1.1225500,1226
EURUSD,1,03/07/20,12:43:00,1.1224000,1.1226000,1.1223000,1.1224000,1102
EURUSD,1,03/07/20,12:44:00,1.1225600,1.1227400,1.1223000,1.1226300,1786
EURUSD,1,03/07/20,12:45:00,1.1227300,1.1227400,1.1224000,1.1227100,1597
EURUSD,1,03/07/20,12:46:00,1.1226400,1.1228500,1.1225000,1.1228200,1313
EURUSD,1,03/07/20,12:47:00,1.1228400,1.1230000,1.1226000,1.1229500,1609
EURUSD,1,03/07/20,12:48:00,1.1229800,1.1230000,1.1227000,1.1228900,1210
EURUSD,1,03/07/20,12:49:00,1.1228700,1.1229900,1.1227000,1.1228100,1567
EURUSD,1,03/07/20,12:50:00,1.1228900,1.1229800,1.1227000,1.1227700,1661
EURUSD,1,03/07/20,12:51:00,1.1228700,1.1229500,1.1226700,1.1228500,1261
EURUSD,1,03/07/20,12:52:00,1.1228300,1.1230600,1.1227000,1.1228000,1335
EURUSD,1,03/07/20,12:53:00,1.1229100,1.1230000,1.1226700,1.1228700,1462
EURUSD,1,03/07/20,12:54:00,1.1229700,1.1230200,1.1227000,1.1229700,859
EURUSD,1,03/07/20,12:55:00,1.1229000,1.1230000,1.1227000,1.1229200,793
EURUSD,1,03/07/20,12:56:00,1.1229000,1.1230000,1.1226700,1.1227300,1165
EURUSD,1,03/07/20,12:57:00,1.1228300,1.1229000,1.1226000,1.1228200,1236
EURUSD,1,03/07/20,12:58:00,1.1228100,1.1229000,1.1226200,1.1228500,983
EURUSD,1,03/07/20,12:59:00,1.1228500,1.1230000,1.1227000,1.1229500,1296
EURUSD,1,03/07/20,13:00:00,1.1229700,1.1230100,1.1227000,1.1229200,1278
EURUSD,1,03/07/20,13:01:00,1.1229300,1.1230800,1.1227000,1.1229200,1540
EURUSD,1,03/07/20,13:02:00,1.1229400,1.1229700,1.1227000,1.1228500,1379
EURUSD,1,03/07/20,13:03:00,1.1228500,1.1230400,1.1226000,1.1229100,1001
EURUSD,1,03/07/20,13:04:00,1.1230000,1.1232000,1.1228000,1.1231600,1784
EURUSD,1,03/07/20,13:05:00,1.1230800,1.1232200,1.1229000,1.1230800,1518
EURUSD,1,03/07/20,13:06:00,1.1230800,1.1231800,1.1228000,1.1230400,1507
EURUSD,1,03/07/20,13:07:00,1.1230400,1.1231800,1.1228000,1.1230500,1748
EURUSD,1,03/07/20,13:08:00,1.1229800,1.1231300,1.1228800,1.1230800,1168
EURUSD,1,03/07/20,13:09:00,1.1230500,1.1231800,1.1228000,1.1228800,1380
EURUSD,1,03/07/20,13:10:00,1.1229600,1.1230000,1.1227000,1.1228800,1504
EURUSD,1,03/07/20,13:11:00,1.1228200,1.1229300,1.1223800,1.1225700,2072
EURUSD,1,03/07/20,13:12:00,1.1224800,1.1228300,1.1223800,1.1226600,1735
EURUSD,1,03/07/20,13:13:00,1.1225300,1.1226600,1.1222000,1.1224300,2152
EURUSD,1,03/07/20,13:14:00,1.1224300,1.1224800,1.1221000,1.1223700,1619
EURUSD,1,03/07/20,13:15:00,1.1223600,1.1223800,1.1217800,1.1220000,2648
EURUSD,1,03/07/20,13:16:00,1.1219800,1.1223000,1.1218000,1.1222300,2407
EURUSD,1,03/07/20,13:17:00,1.1222100,1.1224700,1.1220000,1.1222800,2475
EURUSD,1,03/07/20,13:18:00,1.1223500,1.1226400,1.1222000,1.1224600,2601
EURUSD,1,03/07/20,13:19:00,1.1224700,1.1225800,1.1222000,1.1223900,1722
EURUSD,1,03/07/20,13:20:00,1.1223800,1.1224800,1.1221000,1.1222800,1843
EURUSD,1,03/07/20,13:21:00,1.1223000,1.1226400,1.1221300,1.1225400,1868
EURUSD,1,03/07/20,13:22:00,1.1225900,1.1227000,1.1223000,1.1226000,1906
EURUSD,1,03/07/20,13:23:00,1.1226100,1.1227900,1.1224000,1.1227400,2095
EURUSD,1,03/07/20,13:24:00,1.1227400,1.1229300,1.1225800,1.1227800,1594
EURUSD,1,03/07/20,13:25:00,1.1228600,1.1230400,1.1226000,1.1228000,1747
EURUSD,1,03/07/20,13:26:00,1.1229800,1.1230000,1.1226000,1.1229900,1538
EURUSD,1,03/07/20,13:27:00,1.1228900,1.1230400,1.1227800,1.1229300,1128
EURUSD,1,03/07/20,13:28:00,1.1230100,1.1231000,1.1228300,1.1230600,1411
EURUSD,1,03/07/20,13:29:00,1.1229800,1.1231800,1.1228000,1.1230000,1633
EURUSD,1,03/07/20,13:30:00,1.1231400,1.1231800,1.1229000,1.1231100,1562
EURUSD,1,03/07/20,13:31:00,1.1230900,1.1231900,1.1228000,1.1230200,1685
EURUSD,1,03/07/20,13:32:00,1.1231000,1.1231900,1.1229000,1.1230000,1550
EURUSD,1,03/07/20,13:33:00,1.1231500,1.1231800,1.1229000,1.1230800,1276
EURUSD,1,03/07/20,13:34:00,1.1230300,1.1232000,1.1228000,1.1231600,1104
EURUSD,1,03/07/20,13:35:00,1.1231600,1.1232300,1.1229000,1.1231800,1470
EURUSD,1,03/07/20,13:36:00,1.1230800,1.1232800,1.1229000,1.1230300,1582
EURUSD,1,03/07/20,13:37:00,1.1230300,1.1232500,1.1228800,1.1231400,1804
EURUSD,1,03/07/20,13:38:00,1.1231500,1.1234100,1.1229000,1.1232700,1854
EURUSD,1,03/07/20,13:39:00,1.1233600,1.1234700,1.1231000,1.1233600,1290
EURUSD,1,03/07/20,13:40:00,1.1233000,1.1234000,1.1230000,1.1232000,1091
EURUSD,1,03/07/20,13:41:00,1.1231800,1.1232200,1.1229000,1.1231000,1027
EURUSD,1,03/07/20,13:42:00,1.1230000,1.1231700,1.1229000,1.1230300,1251
EURUSD,1,03/07/20,13:43:00,1.1230600,1.1231300,1.1228000,1.1229500,984
EURUSD,1,03/07/20,13:44:00,1.1228300,1.1230600,1.1228000,1.1230300,1197
EURUSD,1,03/07/20,13:45:00,1.1230100,1.1231300,1.1228000,1.1230500,1115
EURUSD,1,03/07/20,13:46:00,1.1229900,1.1232600,1.1228800,1.1232400,1422
EURUSD,1,03/07/20,13:47:00,1.1232400,1.1233200,1.1230000,1.1231300,1014
EURUSD,1,03/07/20,13:48:00,1.1231300,1.1233100,1.1229000,1.1230800,1691
EURUSD,1,03/07/20,13:49:00,1.1230800,1.1232700,1.1228000,1.1229400,1476
EURUSD,1,03/07/20,13:50:00,1.1230300,1.1230400,1.1227000,1.1227800,1173
EURUSD,1,03/07/20,13:51:00,1.1228700,1.1230300,1.1226000,1.1230000,1589
EURUSD,1,03/07/20,13:52:00,1.1229000,1.1231300,1.1228000,1.1230000,1363
EURUSD,1,03/07/20,13:53:00,1.1229300,1.1231300,1.1227000,1.1230300,1185
EURUSD,1,03/07/20,13:54:00,1.1230300,1.1231400,1.1228800,1.1230000,1144
EURUSD,1,03/07/20,13:55:00,1.1231000,1.1231500,1.1228800,1.1231000,1090
EURUSD,1,03/07/20,13:56:00,1.1230200,1.1233300,1.1229000,1.1231000,1904
EURUSD,1,03/07/20,13:57:00,1.1232700,1.1233700,1.1230000,1.1231500,2064
EURUSD,1,03/07/20,13:58:00,1.1230300,1.1232700,1.1229000,1.1231000,1349
EURUSD,1,03/07/20,13:59:00,1.1232400,1.1232700,1.1229000,1.1230500,946
EURUSD,1,03/07/20,14:00:00,1.1231200,1.1234600,1.1229000,1.1233900,1600
EURUSD,1,03/07/20,14:01:00,1.1234000,1.1234400,1.1230000,1.1232100,1838
EURUSD,1,03/07/20,14:02:00,1.1230800,1.1232800,1.1229000,1.1231400,1791
EURUSD,1,03/07/20,14:03:00,1.1230500,1.1233300,1.1229000,1.1232500,1477
EURUSD,1,03/07/20,14:04:00,1.1231000,1.1233400,1.1230000,1.1231600,1747
EURUSD,1,03/07/20,14:05:00,1.1231800,1.1233600,1.1229800,1.1231700,1577
EURUSD,1,03/07/20,14:06:00,1.1230300,1.1231900,1.1228000,1.1231500,1761
EURUSD,1,03/07/20,14:07:00,1.1230700,1.1232300,1.1229000,1.1232100,1359
EURUSD,1,03/07/20,14:08:00,1.1231500,1.1233400,1.1230000,1.1233100,1119
EURUSD,1,03/07/20,14:09:00,1.1233300,1.1233600,1.1230000,1.1231800,1257
EURUSD,1,03/07/20,14:10:00,1.1231800,1.1232800,1.1230000,1.1231800,777
EURUSD,1,03/07/20,14:11:00,1.1231800,1.1233000,1.1230300,1.1232600,855
EURUSD,1,03/07/20,14:12:00,1.1232400,1.1233800,1.1230800,1.1233100,956
EURUSD,1,03/07/20,14:13:00,1.1232900,1.1233500,1.1231000,1.1232800,761
EURUSD,1,03/07/20,14:14:00,1.1233100,1.1233200,1.1230800,1.1231000,757
EURUSD,1,03/07/20,14:15:00,1.1231700,1.1233400,1.1230800,1.1232500,790
EURUSD,1,03/07/20,14:16:00,1.1232400,1.1233200,1.1230800,1.1232300,865
EURUSD,1,03/07/20,14:17:00,1.1231000,1.1234500,1.1230000,1.1233900,1369
EURUSD,1,03/07/20,14:18:00,1.1233000,1.1236800,1.1232000,1.1235300,3455
EURUSD,1,03/07/20,14:19:00,1.1235100,1.1235700,1.1232000,1.1234900,1973
EURUSD,1,03/07/20,14:20:00,1.1235300,1.1235600,1.1231000,1.1232400,2056
EURUSD,1,03/07/20,14:21:00,1.1233400,1.1234000,1.1230800,1.1232500,1418
EURUSD,1,03/07/20,14:22:00,1.1232400,1.1234600,1.1230000,1.1234100,1566
EURUSD,1,03/07/20,14:23:00,1.1233400,1.1234900,1.1232000,1.1234500,1385
EURUSD,1,03/07/20,14:24:00,1.1233500,1.1236000,1.1232000,1.1234600,1276
EURUSD,1,03/07/20,14:25:00,1.1235300,1.1235700,1.1233000,1.1234400,1106
EURUSD,1,03/07/20,14:26:00,1.1235200,1.1237200,1.1233000,1.1236700,1839
EURUSD,1,03/07/20,14:27:00,1.1236700,1.1237100,1.1234000,1.1235000,1096
EURUSD,1,03/07/20,14:28:00,1.1236100,1.1236300,1.1230800,1.1232400,1885
EURUSD,1,03/07/20,14:29:00,1.1232600,1.1233000,1.1227000,1.1228000,2279
EURUSD,1,03/07/20,14:30:00,1.1229400,1.1229800,1.1225000,1.1228300,2641
EURUSD,1,03/07/20,14:31:00,1.1227800,1.1228300,1.1224000,1.1225800,1460
EURUSD,1,03/07/20,14:32:00,1.1226000,1.1227900,1.1224300,1.1225300,1518
EURUSD,1,03/07/20,14:33:00,1.1226200,1.1229600,1.1225000,1.1228100,1948
EURUSD,1,03/07/20,14:34:00,1.1227900,1.1230000,1.1225000,1.1226700,1948
EURUSD,1,03/07/20,14:35:00,1.1225800,1.1227700,1.1225000,1.1227400,1644
EURUSD,1,03/07/20,14:36:00,1.1227400,1.1229600,1.1225800,1.1228400,1434
EURUSD,1,03/07/20,14:37:00,1.1227700,1.1229800,1.1227000,1.1228800,1082
EURUSD,1,03/07/20,14:38:00,1.1229000,1.1231200,1.1227000,1.1229700,1634
EURUSD,1,03/07/20,14:39:00,1.1228800,1.1230600,1.1227000,1.1229000,1431
EURUSD,1,03/07/20,14:40:00,1.1230400,1.1232000,1.1228300,1.1231000,1224
EURUSD,1,03/07/20,14:41:00,1.1230800,1.1233000,1.1228000,1.1229300,1675
EURUSD,1,03/07/20,14:42:00,1.1230200,1.1232100,1.1228000,1.1231800,1400
EURUSD,1,03/07/20,14:43:00,1.1231800,1.1232800,1.1229800,1.1231300,890
EURUSD,1,03/07/20,14:44:00,1.1231900,1.1233900,1.1230000,1.1232800,1427
EURUSD,1,03/07/20,14:45:00,1.1233800,1.1234400,1.1230800,1.1232500,1733
EURUSD,1,03/07/20,14:46:00,1.1233300,1.1234000,1.1230800,1.1233700,969
EURUSD,1,03/07/20,14:47:00,1.1233700,1.1233900,1.1230800,1.1232600,1146
EURUSD,1,03/07/20,14:48:00,1.1232600,1.1232700,1.1228800,1.1229800,1232
EURUSD,1,03/07/20,14:49:00,1.1230200,1.1231500,1.1228000,1.1229200,978
EURUSD,1,03/07/20,14:50:00,1.1229900,1.1230700,1.1227800,1.1229500,795
EURUSD,1,03/07/20,14:51:00,1.1228700,1.1231300,1.1227000,1.1229800,1559
EURUSD,1,03/07/20,14:52:00,1.1230000,1.1232000,1.1229000,1.1231200,658
EURUSD,1,03/07/20,14:53:00,1.1230300,1.1231700,1.1229000,1.1230500,839
EURUSD,1,03/07/20,14:54:00,1.1230400,1.1231900,1.1228800,1.1230000,1184
EURUSD,1,03/07/20,14:55:00,1.1230500,1.1232700,1.1228800,1.1232300,976
EURUSD,1,03/07/20,14:56:00,1.1231300,1.1233800,1.1230000,1.1231800,1984
EURUSD,1,03/07/20,14:57:00,1.1230800,1.1232700,1.1228300,1.1230200,2328
EURUSD,1,03/07/20,14:58:00,1.1229900,1.1231200,1.1227000,1.1228700,1916
EURUSD,1,03/07/20,14:59:00,1.1228600,1.1229000,1.1222700,1.1223000,2839
EURUSD,1,03/07/20,15:00:00,1.1224500,1.1225200,1.1221000,1.1224300,2814
EURUSD,1,03/07/20,15:01:00,1.1223600,1.1225200,1.1220000,1.1222000,3448
EURUSD,1,03/07/20,15:02:00,1.1223400,1.1224000,1.1219700,1.1221700,2959
EURUSD,1,03/07/20,15:03:00,1.1220700,1.1222200,1.1218700,1.1221500,2466
EURUSD,1,03/07/20,15:04:00,1.1221500,1.1225000,1.1220000,1.1223700,2053
EURUSD,1,03/07/20,15:05:00,1.1223100,1.1225200,1.1221600,1.1225200,1745
EURUSD,1,03/07/20,15:06:00,1.1224700,1.1225800,1.1222000,1.1225500,1830
EURUSD,1,03/07/20,15:07:00,1.1225400,1.1225700,1.1223000,1.1224600,1273
EURUSD,1,03/07/20,15:08:00,1.1225400,1.1225900,1.1223000,1.1224800,945
EURUSD,1,03/07/20,15:09:00,1.1223800,1.1225300,1.1223000,1.1223600,778
EURUSD,1,03/07/20,15:10:00,1.1225000,1.1227000,1.1223100,1.1225800,915
EURUSD,1,03/07/20,15:11:00,1.1226400,1.1226900,1.1223000,1.1225000,1102
EURUSD,1,03/07/20,15:12:00,1.1224000,1.1226500,1.1223600,1.1225300,823
EURUSD,1,03/07/20,15:13:00,1.1225900,1.1226500,1.1222600,1.1225800,1105
EURUSD,1,03/07/20,15:14:00,1.1225700,1.1227100,1.1223000,1.1224300,1058
EURUSD,1,03/07/20,15:15:00,1.1225100,1.1225800,1.1222000,1.1223800,1370
EURUSD,1,03/07/20,15:16:00,1.1222800,1.1223700,1.1221000,1.1222000,945
EURUSD,1,03/07/20,15:17:00,1.1221500,1.1222600,1.1219000,1.1220000,1399
EURUSD,1,03/07/20,15:18:00,1.1221100,1.1223900,1.1219600,1.1223700,1573
EURUSD,1,03/07/20,15:19:00,1.1222100,1.1226300,1.1222100,1.1225000,2291
EURUSD,1,03/07/20,15:20:00,1.1225000,1.1225600,1.1223000,1.1225300,1020
EURUSD,1,03/07/20,15:21:00,1.1225300,1.1226700,1.1223000,1.1226000,1292
EURUSD,1,03/07/20,15:22:00,1.1224600,1.1227500,1.1224000,1.1225000,1370
EURUSD,1,03/07/20,15:23:00,1.1225900,1.1227400,1.1224000,1.1226100,721
EURUSD,1,03/07/20,15:24:00,1.1226100,1.1227400,1.1225000,1.1227000,708
EURUSD,1,03/07/20,15:25:00,1.1226300,1.1227400,1.1223000,1.1224800,942
EURUSD,1,03/07/20,15:26:00,1.1223600,1.1226500,1.1223100,1.1226000,1086
EURUSD,1,03/07/20,15:27:00,1.1225500,1.1227100,1.1224000,1.1226900,531
EURUSD,1,03/07/20,15:28:00,1.1227200,1.1228500,1.1225100,1.1226100,1487
EURUSD,1,03/07/20,15:29:00,1.1227600,1.1228300,1.1225000,1.1226000,1066
EURUSD,1,03/07/20,15:30:00,1.1227300,1.1228500,1.1225000,1.1227800,1009
EURUSD,1,03/07/20,15:31:00,1.1228300,1.1228600,1.1225000,1.1227300,815
EURUSD,1,03/07/20,15:32:00,1.1227800,1.1228900,1.1225000,1.1227000,961
EURUSD,1,03/07/20,15:33:00,1.1227000,1.1229200,1.1226000,1.1228200,875
EURUSD,1,03/07/20,15:34:00,1.1229000,1.1229200,1.1226000,1.1227000,894
